chr,start,end,dot,num1,dot,num2,num3,mark
chr19,42376910,42377170,.,1000,.,10.694742,10.9,-1
chr19,42390171,42444414,.,309,.,1.813905,13.0,-1
chr19,42494971,42510784,.,333,.,2.110137,13.4,-1
chr19,42555877,42556089,.,800,.,8.071503,2.8,-1
chr19,42562985,42574532,.,305,.,1.759765,6.9,-1
chr19,42584167,42586586,.,538,.,4.730622,14.3,-1
chr19,42639001,42687647,.,294,.,1.615885,12.6,-1
chr19,42724644,42742668,.,337,.,2.171702,13.1,-1
chr19,42730911,42731072,.,1000,.,11.292585,5.4,-1
chr19,42731233,42731353,.,1000,.,12.477199,3.9,-1
chr19,42749794,42751744,.,528,.,4.606966,15.0,-1
chr19,42752636,42754295,.,425,.,3.287715,6.1,-1
chr19,42784632,42802255,.,329,.,2.063333,15.7,-1
chr19,42814331,42819669,.,313,.,1.863265,2.1,-1
chr19,42836238,42841350,.,313,.,1.861956,1.8,-1
chr19,42847381,42866788,.,288,.,1.543014,6.1,-1
chr19,42902015,42924419,.,293,.,1.603925,10.1,-1
chr19,43042478,43071022,.,286,.,1.521183,9.8,-1
chr19,43079131,43088273,.,303,.,1.731374,4.0,-1
chr19,43093383,43114262,.,314,.,1.869621,13.6,-1
chr19,43118699,43143351,.,292,.,1.596489,11.2,-1
chr19,43144334,43171591,.,297,.,1.651864,13.1,-1
chr19,43191861,43201435,.,311,.,1.831980,6.6,-1
chr19,43802418,43815400,.,291,.,1.581721,3.6,-1
chr19,44029370,44029656,.,695,.,6.730957,2.8,-1
chr19,44055465,44068648,.,290,.,1.573830,3.5,-1
chr19,44090481,44091012,.,514,.,4.430967,1.6,-1
chr19,44092678,44099631,.,301,.,1.707344,1.7,-1
chr19,44154965,44177243,.,290,.,1.569791,8.7,-1
chr19,44190864,44190984,.,1000,.,10.694742,1.8,-1
chr19,44234317,44240704,.,302,.,1.724688,1.4,-1
chr19,44269011,44283219,.,335,.,2.137744,13.7,-1
chr19,45010419,45021317,.,311,.,1.835123,8.2,-1
chr19,45038705,45043862,.,313,.,1.866447,1.9,-1
chr19,45125657,45136010,.,290,.,1.570174,1.8,-1
chr19,45141339,45173123,.,312,.,1.854016,13.2,-1
chr19,45287426,45287698,.,722,.,7.077403,3.1,-1
chr19,45296447,45296548,.,1000,.,12.706624,2.6,-1
chr19,45298602,45303829,.,313,.,1.861912,2.0,-1
chr19,45309761,45312205,.,424,.,3.281938,11.3,-1
chr19,45314690,45315756,.,435,.,3.411081,2.7,-1
chr19,45315190,45315891,.,478,.,3.966666,2.0,-1
chr19,45316356,45317633,.,430,.,3.349958,3.9,-1
chr19,45320986,45322146,.,420,.,3.226862,2.4,-1
chr19,45350586,45357846,.,306,.,1.767726,2.9,-1
chr19,45358445,45363979,.,308,.,1.797273,1.5,-1
chr19,45394166,45408279,.,289,.,1.561055,3.8,-1
chr19,45459304,45459904,.,502,.,4.277897,2.0,-1
chr19,45463088,45463249,.,896,.,9.299776,2.4,-1
chr19,45463090,45463349,.,717,.,7.019715,2.6,-1
chr19,45535179,45580192,.,304,.,1.748679,13.0,-1
chr19,45542785,45542979,.,988,.,10.474232,6.2,-1
chr19,45543202,45543555,.,927,.,9.694950,13.6,-1
chr19,45592031,45644418,.,352,.,2.364043,14.2,-1
chr19,45618323,45618423,.,1000,.,12.833690,2.6,-1
chr19,45619255,45619389,.,1000,.,11.173611,3.4,-1
chr19,45621209,45621380,.,952,.,10.006776,4.1,-1
chr19,45647815,45661419,.,322,.,1.973229,13.5,-1
chr19,45756956,45757235,.,738,.,7.283158,3.8,-1
chr19,45757541,45758323,.,499,.,4.239604,4.1,-1
chr19,45796804,45802321,.,316,.,1.899737,2.9,-1
chr19,45848819,45855909,.,305,.,1.764859,2.7,-1
chr19,45895566,45896071,.,532,.,4.659096,2.0,-1
chr19,45899847,45900129,.,702,.,6.826431,2.9,-1
chr19,45901043,45902295,.,415,.,3.160587,2.6,-1
chr19,45901366,45901472,.,1000,.,12.107255,2.4,-1
chr19,45997419,46002612,.,316,.,1.894697,2.4,-1
chr19,46006420,46040257,.,317,.,1.915363,13.6,-1
chr19,46014334,46014778,.,734,.,7.226177,9.1,-1
chr19,46017803,46018015,.,958,.,10.089379,6.6,-1
chr19,46018337,46018440,.,1000,.,12.459894,2.5,-1
chr19,46019080,46019370,.,774,.,7.744468,5.2,-1
chr19,46055915,46061668,.,306,.,1.766036,1.3,-1
chr19,46265413,46295485,.,304,.,1.742626,14.2,-1
chr19,46317359,46333966,.,312,.,1.841811,13.7,-1
chr19,46342170,46362783,.,294,.,1.618765,9.6,-1
chr19,46387524,46388033,.,529,.,4.622482,1.9,-1
chr19,46446630,46466018,.,288,.,1.544526,6.1,-1
chr19,46461889,46462105,.,749,.,7.426904,1.9,-1
chr19,46475260,46475763,.,534,.,4.677621,2.0,-1
chr19,46514509,46527987,.,322,.,1.975806,13.8,-1
chr19,46718162,46744359,.,305,.,1.759527,13.4,-1
chr19,46850714,46866273,.,322,.,1.979617,13.8,-1
chr19,46867286,46884873,.,327,.,2.037152,14.3,-1
chr19,46913767,46914078,.,706,.,6.877648,3.9,-1
chr19,46915423,46915587,.,832,.,8.477539,1.4,-1
chr19,47102135,47118417,.,361,.,2.469735,13.1,-1
chr19,47186466,47210182,.,287,.,1.524213,7.6,-1
chr19,47216090,47256244,.,373,.,2.623480,13.0,-1
chr19,47273025,47295787,.,293,.,1.611588,10.7,-1
chr19,47351692,47351915,.,731,.,7.193773,1.7,-1
chr19,47361454,47375595,.,334,.,2.125184,13.6,-1
chr19,47384364,47428966,.,289,.,1.558581,12.7,-1
chr19,47429732,47513087,.,321,.,1.963044,12.6,-1
chr19,47521779,47526831,.,313,.,1.862900,1.8,-1
chr19,47561649,47615333,.,309,.,1.804902,12.9,-1
chr19,47631945,47671596,.,305,.,1.758587,12.8,-1
chr19,47643898,47644117,.,741,.,7.325166,1.8,-1
chr19,47644031,47644146,.,1000,.,11.159731,2.0,-1
chr19,47655212,47655326,.,1000,.,12.195758,3.1,-1
chr19,47656274,47656383,.,1000,.,11.774028,2.3,-1
chr19,47679838,47680830,.,505,.,4.312396,7.0,-1
chr19,47682754,47683794,.,425,.,3.290690,1.9,-1
chr19,47708705,47714143,.,315,.,1.888002,2.6,-1
chr19,47732731,47733489,.,521,.,4.514931,5.0,-1
chr19,47748608,47748760,.,1000,.,14.072029,9.1,-1
chr19,47786607,47787949,.,423,.,3.267395,3.8,-1
chr19,47852612,47869618,.,288,.,1.540757,4.8,-1
chr19,47871992,47884377,.,314,.,1.873847,11.1,-1
chr19,47920767,47922034,.,405,.,3.038759,2.0,-1
chr19,47920984,47926249,.,318,.,1.929726,2.9,-1
chr19,47932485,47980388,.,291,.,1.582901,13.2,-1
chr19,47998615,48018979,.,312,.,1.843378,14.7,-1
chr19,48022943,48033302,.,290,.,1.569264,1.8,-1
chr19,48108314,48169915,.,310,.,1.817729,12.7,-1
chr19,48200918,48206905,.,311,.,1.839917,2.6,-1
chr19,48219823,48220359,.,511,.,4.389633,1.6,-1
chr19,48233324,48234344,.,430,.,3.355213,2.1,-1
chr19,48233740,48234462,.,527,.,4.591925,4.8,-1
chr19,48250972,48257805,.,308,.,1.799935,2.9,-1
chr19,48268919,48274255,.,309,.,1.803836,1.4,-1
chr19,48283959,48285978,.,416,.,3.178229,7.5,-1
chr19,48587175,48599962,.,288,.,1.547296,2.7,-1
chr19,48637975,48643045,.,313,.,1.856287,1.7,-1
chr19,48654842,48659978,.,311,.,1.832432,1.5,-1
chr19,48698458,48698680,.,734,.,7.226177,1.7,-1
chr19,48843993,48844799,.,521,.,4.511430,5.6,-1
chr19,48955500,48956533,.,435,.,3.416520,2.5,-1
chr19,48956055,48956282,.,758,.,7.538144,2.5,-1
chr19,48965066,48966066,.,435,.,3.422317,2.3,-1
chr19,48973188,48975124,.,423,.,3.259245,7.7,-1
chr19,48975795,48977583,.,430,.,3.349584,7.5,-1
chr19,49116552,49121880,.,543,.,4.797379,13.9,-1
chr19,49248282,49248390,.,1000,.,11.883047,2.3,-1
chr19,49252809,49254893,.,429,.,3.335692,9.4,-1
chr19,49376537,49377851,.,524,.,4.557881,12.9,-1
chr19,49378705,49379499,.,843,.,8.620447,14.7,-1
chr19,49468543,49474954,.,315,.,1.885050,3.8,-1
chr19,49489613,49490713,.,426,.,3.305648,2.4,-1
chr19,49490113,49490714,.,502,.,4.270779,2.0,-1
chr19,49500966,49501618,.,540,.,4.756864,4.5,-1
chr19,49505828,49511222,.,309,.,1.804267,1.4,-1
chr19,49514929,49522332,.,308,.,1.791366,3.4,-1
chr19,49582169,49622832,.,345,.,2.264509,12.9,-1
chr19,49590470,49591167,.,829,.,8.439180,15.1,-1
chr19,49594919,49595024,.,1000,.,12.222562,2.4,-1
chr19,49600837,49601071,.,991,.,10.511926,8.8,-1
chr19,49601083,49601194,.,1000,.,11.561883,2.2,-1
chr19,49601323,49601450,.,1000,.,10.947374,2.6,-1
chr19,49603530,49603795,.,737,.,7.264353,3.2,-1
chr19,49652559,49659630,.,305,.,1.754476,2.5,-1
chr19,49710710,49715753,.,313,.,1.866225,1.8,-1
chr19,49892891,49903191,.,292,.,1.588636,2.1,-1
chr19,49914476,49945896,.,292,.,1.596383,13.1,-1
chr19,49937986,49945996,.,301,.,1.709022,2.6,-1
chr19,49992509,49993691,.,543,.,4.795443,12.8,-1
chr19,49994080,49994235,.,924,.,9.659767,2.6,-1
chr19,49994426,49994626,.,796,.,8.021057,2.3,-1
chr19,49994882,49995008,.,1000,.,11.034258,2.6,-1
chr19,49996152,49996259,.,1000,.,11.994103,2.3,-1
chr19,49996277,49996438,.,896,.,9.299776,2.4,-1
chr19,50001023,50002846,.,526,.,4.575918,14.6,-1
chr19,50090182,50111131,.,297,.,1.659168,11.5,-1
chr19,50116611,50117824,.,423,.,3.262205,2.9,-1
chr19,50142273,50201146,.,316,.,1.900141,12.6,-1
chr19,50181853,50181962,.,1000,.,11.774028,2.3,-1
chr19,50182458,50182671,.,797,.,8.033609,2.8,-1
chr19,50183785,50183991,.,900,.,9.344920,4.9,-1
chr19,50184599,50184738,.,951,.,10.002277,2.2,-1
chr19,50189659,50189860,.,793,.,7.981151,2.2,-1
chr19,50301917,50312452,.,289,.,1.553199,1.6,-1
chr19,50347042,50376704,.,332,.,2.098422,13.5,-1
chr19,50355927,50356075,.,960,.,10.116648,2.9,-1
chr19,50356997,50357256,.,750,.,7.432639,3.4,-1
chr19,50368076,50368230,.,984,.,10.416957,3.7,-1
chr19,50404189,50437021,.,324,.,2.006567,13.0,-1
chr19,50481999,50515241,.,356,.,2.403277,13.2,-1
chr19,50487378,50487618,.,726,.,7.129828,2.2,-1
chr19,50490429,50490952,.,712,.,6.952605,10.6,-1
chr19,50515521,50523246,.,300,.,1.689008,2.0,-1
chr19,50533716,50535880,.,423,.,3.261797,9.2,-1
chr19,50876572,50893981,.,288,.,1.548093,5.2,-1
chr19,50912796,50923541,.,291,.,1.582563,2.3,-1
chr19,50980516,50990771,.,290,.,1.564321,1.6,-1
chr19,50980740,50980942,.,790,.,7.941640,2.2,-1
chr19,51051067,51056638,.,312,.,1.842928,2.1,-1
chr19,51168135,51175321,.,307,.,1.785930,3.1,-1
chr19,51180675,51211022,.,295,.,1.631682,13.8,-1
chr19,51290649,51310501,.,383,.,2.758265,13.1,-1
chr19,51297079,51297196,.,1000,.,10.968966,1.9,-1
chr19,51305417,51305520,.,1000,.,12.459894,2.5,-1
chr19,51305600,51305745,.,1000,.,11.063526,4.0,-1
chr19,51351554,51361889,.,289,.,1.552212,1.5,-1
chr19,51371221,51372265,.,424,.,3.278082,1.9,-1
chr19,51384788,51390119,.,309,.,1.805528,1.4,-1
chr19,51393601,51400353,.,312,.,1.853206,3.7,-1
chr19,51409335,51416279,.,302,.,1.724958,1.9,-1
chr19,51595578,51612419,.,328,.,2.057536,13.2,-1
chr19,51656790,51666594,.,311,.,1.832636,6.9,-1
chr19,51672996,51680959,.,305,.,1.759401,3.4,-1
chr19,51723149,51728260,.,313,.,1.862321,1.8,-1
chr19,51739627,51744837,.,312,.,1.847460,1.8,-1
chr19,51823645,51823864,.,741,.,7.325166,1.8,-1
chr19,52106484,52115616,.,305,.,1.756692,4.5,-1
chr19,52167019,52167576,.,528,.,4.608147,2.6,-1
chr19,52192872,52206858,.,316,.,1.896394,13.7,-1
chr19,52215850,52215998,.,903,.,9.394030,1.9,-1
chr19,52693122,52723993,.,359,.,2.445819,13.4,-1
chr19,52733953,52735251,.,413,.,3.130972,2.7,-1
chr19,54635908,54665344,.,307,.,1.787544,13.8,-1
chr19,54683217,54683721,.,533,.,4.668340,2.0,-1
chr19,54683664,54683770,.,1000,.,12.107255,2.4,-1
chr19,54705099,54715999,.,719,.,7.044793,13.6,-1
chr19,54928098,54928340,.,721,.,7.070904,2.1,-1
chr19,54940286,54949743,.,305,.,1.764174,5.0,-1
chr19,54958211,54976286,.,378,.,2.692176,13.2,-1
chr19,55581104,55581389,.,697,.,6.754574,2.8,-1
chr19,55593631,55605249,.,325,.,2.015965,13.3,-1
chr19,55616373,55630792,.,321,.,1.965536,13.9,-1
chr19,55688287,55693447,.,312,.,1.844636,1.7,-1
chr19,55734434,55773089,.,349,.,2.315742,13.0,-1
chr19,55750796,55750900,.,1000,.,12.340087,2.5,-1
chr19,55759442,55759857,.,915,.,9.535071,15.5,-1
chr19,55760215,55760427,.,958,.,10.089379,6.6,-1
chr19,55765333,55765556,.,769,.,7.673358,2.6,-1
chr19,55897261,55904033,.,597,.,5.480029,13.7,-1
chr19,55912096,55912197,.,1000,.,12.706624,2.6,-1
chr19,55913228,55914762,.,544,.,4.810542,14.6,-1
chr19,55916864,55918327,.,551,.,4.897797,14.8,-1
chr19,55932777,55932988,.,763,.,7.602897,2.0,-1
chr19,55939850,55973958,.,300,.,1.699469,13.0,-1
chr19,55943885,55944110,.,726,.,7.129828,1.7,-1
chr19,55967021,55967233,.,760,.,7.567034,2.0,-1
chr19,55992604,55993120,.,525,.,4.559774,1.8,-1
chr19,56090120,56090736,.,521,.,4.514015,3.0,-1
chr19,56117109,56130357,.,327,.,2.034326,13.7,-1
chr19,56158913,56210371,.,398,.,2.949170,12.7,-1
chr19,56584955,56636093,.,357,.,2.428057,12.9,-1
chr19,56615075,56615208,.,1000,.,12.061739,4.4,-1
chr19,56617138,56617282,.,1000,.,11.140356,4.0,-1
chr19,56617477,56617611,.,1000,.,12.769841,5.5,-1
chr19,56625996,56626168,.,1000,.,11.192172,6.0,-1
chr19,56670630,56675909,.,308,.,1.803054,1.3,-1
chr19,57704663,57705240,.,516,.,4.448420,2.3,-1
chr19,57712486,57734435,.,293,.,1.603066,9.8,-1
chr19,57756144,57775764,.,289,.,1.553518,6.6,-1
chr19,57789445,57823965,.,322,.,1.979705,13.0,-1
chr19,58282684,58292412,.,307,.,1.780991,5.6,-1
chr19,58347678,58361610,.,328,.,2.057272,13.3,-1
chr19,58347850,58348050,.,796,.,8.021057,2.3,-1
chr19,58353005,58353329,.,685,.,6.601693,3.6,-1
chr19,58789992,58801515,.,288,.,1.540681,1.9,-1
chr19,58816617,58841270,.,308,.,1.795977,13.6,-1
chr19,58898102,58911567,.,345,.,2.271590,13.5,-1
chr19,58904488,58904713,.,763,.,7.605150,2.5,-1
chr19,58904588,58904722,.,980,.,10.375496,2.4,-1
chr19,58979605,58980471,.,516,.,4.445851,6.1,-1
chr19,59055637,59064407,.,549,.,4.865681,13.6,-1
chr19,59069881,59085158,.,299,.,1.687133,8.1,-1
chr21,9420731,9430399,.,298,.,1.899880,6.0,-1
chr21,9696008,9696264,.,1000,.,26.709912,15.7,-1
chr21,9699555,9699727,.,1000,.,17.928404,13.7,-1
chr21,9700344,9700605,.,680,.,7.705361,2.2,-1
chr21,9818146,9866222,.,615,.,6.712588,13.8,-1
chr21,9825198,9828574,.,1000,.,72.358270,14.7,-1
chr21,9830451,9830675,.,882,.,10.773746,6.0,-1
chr21,9834098,9834211,.,1000,.,13.051381,2.1,-1
chr21,9884024,9936430,.,302,.,1.964819,12.8,-1
chr21,9908178,9908279,.,1000,.,14.602041,2.6,-1
chr21,9912006,9912357,.,701,.,8.021478,5.7,-1
chr21,9913930,9914031,.,1000,.,14.602041,2.6,-1
chr21,9916473,9916582,.,1000,.,13.530331,2.3,-1
chr21,9925001,9925103,.,1000,.,14.458883,2.6,-1
chr21,9926348,9926548,.,791,.,9.385130,2.7,-1
chr21,9930033,9930253,.,895,.,10.969632,6.1,-1
chr21,9936307,9936470,.,823,.,9.870426,1.7,-1
chr21,9950486,9957093,.,297,.,1.887213,2.5,-1
chr21,9999639,10004694,.,302,.,1.962695,1.7,-1
chr21,10084374,10087366,.,521,.,5.287649,14.8,-1
chr21,10697676,10879326,.,676,.,7.636235,12.5,-1
chr21,10904289,10909492,.,300,.,1.932634,1.6,-1
chr21,10908417,10909510,.,415,.,3.679962,2.6,-1
chr21,11023611,11193882,.,389,.,3.284292,13.7,-1
chr21,11035006,11035210,.,779,.,9.201108,2.6,-1
chr21,11035075,11035249,.,833,.,10.016969,2.4,-1
chr21,11036735,11036969,.,739,.,8.594441,2.8,-1
chr21,11036835,11036987,.,870,.,10.584733,2.0,-1
chr21,11042844,11043051,.,770,.,9.067758,2.5,-1
chr21,11044260,11044471,.,759,.,8.895858,2.4,-1
chr21,11053649,11053750,.,1000,.,14.602041,2.6,-1
chr21,11054385,11054485,.,1000,.,14.748061,2.6,-1
chr21,11054838,11055111,.,1000,.,14.242217,16.0,-1
chr21,11055735,11055842,.,1000,.,13.783235,2.4,-1
chr21,11056165,11056482,.,981,.,12.265379,14.5,-1
chr21,11056628,11056862,.,965,.,12.032218,8.8,-1
chr21,11057108,11057938,.,705,.,8.076704,15.4,-1
chr21,11059097,11059444,.,733,.,8.500323,6.7,-1
chr21,11061718,11061839,.,1000,.,13.296524,3.0,-1
chr21,11063492,11063633,.,924,.,11.410492,2.3,-1
chr21,11067050,11067183,.,970,.,12.096837,2.6,-1
chr21,11071366,11071589,.,1000,.,12.625735,9.2,-1
chr21,11071703,11071842,.,1000,.,13.503784,4.5,-1
chr21,11073592,11073763,.,896,.,10.976760,3.5,-1
chr21,11076833,11077047,.,916,.,11.277192,6.3,-1
chr21,11078508,11078742,.,965,.,12.032218,8.8,-1
chr21,11082637,11082758,.,1000,.,14.404568,4.1,-1
chr21,11083014,11083230,.,950,.,11.793483,7.3,-1
chr21,11084882,11085018,.,952,.,11.829995,2.5,-1
chr21,11086422,11086524,.,1000,.,14.458883,2.6,-1
chr21,11091577,11091745,.,1000,.,12.768884,5.7,-1
chr21,11093111,11093252,.,924,.,11.410492,2.3,-1
chr21,11095071,11095184,.,1000,.,13.051381,2.1,-1
chr21,11096083,11096199,.,1000,.,12.713846,2.0,-1
chr21,11101695,11101971,.,749,.,8.743910,4.6,-1
chr21,11104512,11104649,.,946,.,11.743645,2.4,-1
chr21,11109154,11109413,.,752,.,8.800177,4.1,-1
chr21,11109260,11109430,.,796,.,9.463996,1.5,-1
chr21,11112474,11112911,.,739,.,8.590508,10.1,-1
chr21,11113271,11113588,.,674,.,7.612994,3.7,-1
chr21,11114254,11115231,.,697,.,7.959315,15.3,-1
chr21,11115609,11116302,.,695,.,7.932186,15.1,-1
chr21,11117326,11117503,.,921,.,11.362143,4.3,-1
chr21,11117926,11118803,.,797,.,9.478385,15.0,-1
chr21,11118970,11119245,.,751,.,8.775706,4.6,-1
chr21,11119589,11119730,.,987,.,12.361366,3.4,-1
chr21,11119859,11120442,.,960,.,11.958509,100.0,-1
chr21,11120613,11121477,.,735,.,8.534758,16.0,-1
chr21,11121750,11122059,.,687,.,7.810094,3.9,-1
chr21,11122278,11122512,.,965,.,12.032218,8.8,-1
chr21,11122649,11122837,.,924,.,11.410492,5.0,-1
chr21,11123861,11124033,.,1000,.,13.251429,6.6,-1
chr21,11124875,11124981,.,1000,.,13.913265,2.4,-1
chr21,11130315,11130936,.,713,.,8.204162,15.0,-1
chr21,11133827,11134101,.,753,.,8.807734,4.7,-1
chr21,11140400,11140636,.,996,.,12.498357,9.8,-1
chr21,11141242,11141349,.,1000,.,13.783235,2.4,-1
chr21,11141789,11142017,.,909,.,11.172774,6.9,-1
chr21,11142395,11143455,.,773,.,9.106864,15.0,-1
chr21,11143908,11144143,.,699,.,7.987344,1.9,-1
chr21,11144349,11146398,.,802,.,9.553294,14.6,-1
chr21,11149590,11149723,.,903,.,11.088768,1.5,-1
chr21,11151635,11151765,.,988,.,12.375995,2.7,-1
chr21,11156563,11156677,.,1000,.,12.936896,2.1,-1
chr21,11168590,11168705,.,1000,.,12.824401,2.1,-1
chr21,11168784,11168950,.,918,.,11.307385,3.6,-1
chr21,11171245,11171466,.,732,.,8.493330,2.2,-1
chr21,11185675,11185815,.,1000,.,13.407328,4.5,-1
chr21,11185883,11186029,.,959,.,11.938032,3.2,-1
chr21,11186066,11186350,.,981,.,12.274315,12.4,-1
chr21,11187961,11188078,.,1000,.,12.605180,2.0,-1
chr21,14339125,14339351,.,876,.,10.678403,5.9,-1
chr21,14340121,14342301,.,570,.,6.027148,14.7,-1
chr21,14342443,14344129,.,524,.,5.327942,14.9,-1
chr21,14344154,14344718,.,486,.,4.754372,1.6,-1
chr21,14345348,14345496,.,1000,.,12.682608,4.2,-1
chr21,14347813,14347982,.,957,.,11.899995,4.6,-1
chr21,14349981,14350193,.,756,.,8.853896,2.4,-1
chr21,14350128,14350261,.,903,.,11.088768,1.5,-1
chr21,14358272,14359722,.,575,.,6.102646,15.1,-1
chr21,14360375,14360575,.,791,.,9.385130,2.7,-1
chr21,14362578,14362809,.,708,.,8.125653,2.0,-1
chr21,14365209,14365448,.,1000,.,16.829282,100.0,-1
chr21,14366566,14368851,.,540,.,5.574163,15.1,-1
chr21,15053433,15053554,.,976,.,12.188480,1.9,-1
chr21,15407174,15413655,.,302,.,1.965277,3.5,-1
chr21,15622659,15637531,.,298,.,1.893181,11.2,-1
chr21,15643358,15655011,.,291,.,1.794854,5.7,-1
chr21,15672303,15698305,.,278,.,1.593287,8.9,-1
chr21,15704698,15731497,.,279,.,1.605938,9.8,-1
chr21,15739125,15748053,.,291,.,1.787043,3.2,-1
chr21,15758425,15770428,.,295,.,1.854217,7.3,-1
chr21,15788289,15788908,.,472,.,4.548528,1.7,-1
chr21,15817050,15831251,.,279,.,1.614431,3.5,-1
chr21,15832074,15862095,.,280,.,1.625618,12.2,-1
chr21,15881272,15897025,.,282,.,1.651128,5.2,-1
chr21,15906204,15906306,.,1000,.,14.458883,2.6,-1
chr21,15936465,15949862,.,277,.,1.581218,2.4,-1
chr21,16026290,16034969,.,290,.,1.776521,2.9,-1
chr21,16045712,16118043,.,279,.,1.607078,13.7,-1
chr21,16121102,16129411,.,284,.,1.694271,1.4,-1
chr21,16129922,16130484,.,534,.,5.486985,3.7,-1
chr21,16142153,16151715,.,296,.,1.864855,5.2,-1
chr21,16157840,16169980,.,281,.,1.645545,3.0,-1
chr21,16184881,16194746,.,296,.,1.875531,5.7,-1
chr21,16201412,16206464,.,302,.,1.963860,1.7,-1
chr21,16222471,16231518,.,293,.,1.822816,3.9,-1
chr21,16236042,16236254,.,756,.,8.853896,2.4,-1
chr21,16252586,16293723,.,277,.,1.574189,14.7,-1
chr21,16310206,16443766,.,381,.,3.167125,12.5,-1
chr21,16448765,16460159,.,277,.,1.576779,1.4,-1
chr21,16467008,16477097,.,281,.,1.634554,1.6,-1
chr21,16508286,16518549,.,280,.,1.632969,1.7,-1
chr21,16885915,16920631,.,283,.,1.664523,13.6,-1
chr21,16932197,16943506,.,302,.,1.956149,9.0,-1
chr21,16954325,16963614,.,294,.,1.833061,4.3,-1
chr21,17095005,17231057,.,312,.,2.109862,12.3,-1
chr21,17112539,17112998,.,712,.,8.178762,9.6,-1
chr21,17126627,17126832,.,905,.,11.118272,5.5,-1
chr21,17126904,17127057,.,923,.,11.391848,3.0,-1
chr21,17234609,17270763,.,286,.,1.724403,13.7,-1
chr21,17312114,17322671,.,279,.,1.612893,1.5,-1
chr21,17393855,17394897,.,410,.,3.602737,2.0,-1
chr21,17425310,17433213,.,303,.,1.967924,5.2,-1
chr21,17443155,17481083,.,281,.,1.636678,13.1,-1
chr21,17487461,17497825,.,279,.,1.617055,1.5,-1
chr21,17505651,17511031,.,299,.,1.918893,1.6,-1
chr21,17626536,17631997,.,299,.,1.914982,1.7,-1
chr21,17636775,17668406,.,276,.,1.559830,10.1,-1
chr21,17692115,17726899,.,277,.,1.580326,12.4,-1
chr21,17737962,17752268,.,278,.,1.602582,3.3,-1
chr21,17821749,17830667,.,297,.,1.879251,4.8,-1
chr21,17864049,17869068,.,301,.,1.950060,1.5,-1
chr21,18755805,18782312,.,282,.,1.653977,11.6,-1
chr21,18759080,18760099,.,416,.,3.684055,2.1,-1
chr21,18783801,18788926,.,300,.,1.935887,1.5,-1
chr21,18805947,18815033,.,293,.,1.829748,4.1,-1
chr21,18823827,18824332,.,523,.,5.309833,2.3,-1
chr21,18855867,18877850,.,326,.,2.329800,13.4,-1
chr21,18860548,18860827,.,743,.,8.649889,4.5,-1
chr21,18863944,18864383,.,736,.,8.551371,10.0,-1
chr21,18864740,18865389,.,799,.,9.502883,16.0,-1
chr21,18873383,18873622,.,690,.,7.853665,1.8,-1
chr21,18882413,18934152,.,281,.,1.640318,13.9,-1
chr21,18960795,18967795,.,297,.,1.877026,2.8,-1
chr21,18968038,18978706,.,302,.,1.960577,8.4,-1
chr21,18983434,18983554,.,982,.,12.290051,1.9,-1
chr21,18992767,19013200,.,279,.,1.607593,6.6,-1
chr21,19086622,19307897,.,250,.,1.170017,7.1,-1
chr21,26935667,26942768,.,291,.,1.793686,1.8,-1
chr21,26952197,26970192,.,316,.,2.168120,13.8,-1
chr21,26973403,26979133,.,298,.,1.895277,1.7,-1
chr21,26985553,27046905,.,286,.,1.724211,13.3,-1
chr21,27051703,27073148,.,284,.,1.681777,9.6,-1
chr21,27087554,27087759,.,776,.,9.156224,2.6,-1
chr21,27094080,27107160,.,311,.,2.091051,15.0,-1
chr21,27124277,27143007,.,276,.,1.567648,4.6,-1
chr21,27202651,27238107,.,279,.,1.614657,13.9,-1
chr21,27238984,27550548,.,404,.,3.503693,12.1,-1
chr21,27298826,27298943,.,1000,.,13.751106,3.1,-1
chr21,27323457,27323587,.,920,.,11.344662,1.6,-1
chr21,27347285,27347399,.,1000,.,12.936896,2.1,-1
chr21,27352418,27352520,.,1000,.,14.458883,2.6,-1
chr21,27352550,27352650,.,1000,.,14.748061,2.6,-1
chr21,27373597,27373730,.,970,.,12.096837,2.6,-1
chr21,27401356,27401460,.,1000,.,14.180828,2.5,-1
chr21,27401798,27401941,.,1000,.,13.126056,4.4,-1
chr21,27470812,27470961,.,1000,.,12.597490,4.2,-1
chr21,27476116,27476221,.,1000,.,14.045772,2.4,-1
chr21,27533123,27533233,.,1000,.,13.407328,2.3,-1
chr21,27533666,27533850,.,941,.,11.658546,5.1,-1
chr21,27534235,27534382,.,1000,.,12.768884,4.2,-1
chr21,27535635,27536025,.,1000,.,13.407328,16.0,-1
chr21,27536597,27536729,.,1000,.,15.235600,5.9,-1
chr21,27537468,27537783,.,958,.,11.917625,13.5,-1
chr21,27537817,27538158,.,1000,.,12.974834,15.7,-1
chr21,27538214,27538328,.,1000,.,14.112977,3.2,-1
chr21,27538515,27538629,.,1000,.,14.112977,3.2,-1
chr21,27538879,27539193,.,1000,.,13.236534,15.7,-1
chr21,27539635,27539773,.,1000,.,12.630092,3.5,-1
chr21,27878897,27879437,.,500,.,4.965677,1.9,-1
chr21,27961507,27974260,.,279,.,1.608501,2.6,-1
chr21,28058643,28068866,.,281,.,1.639358,1.8,-1
chr21,28094089,28141375,.,286,.,1.723905,12.8,-1
